Image,Diameter
Img000150.bmp,127.01574705523721
Img000151.bmp,122.44182292011173
Img000152.bmp,117.2006825918689
Img000153.bmp,122.44182292011173
Img000154.bmp,122.44182292011173
Img000155.bmp,49.658836071740545
Img000156.bmp,119.80818002123227
Img000157.bmp,117.2006825918689
Img000158.bmp,120.88010589009261
Img000159.bmp,127.66362050325849
Img000160.bmp,121.65936051122412
Img000161.bmp,122.44182292011173
Img000162.bmp,43.382023926967726
Img000163.bmp,122.44182292011173
Img000164.bmp,49.658836071740545
Img000165.bmp,124.32618388738553
Img000166.bmp,116.66190466471906
Img000167.bmp,127.66362050325849
Img000168.bmp,124.32618388738553
Img000169.bmp,124.32618388738553
Img000170.bmp,131.71180660821565
Img000171.bmp,119.80818002123227
Img000172.bmp,47.853944456021594
Img000173.bmp,124.32618388738553
Img000174.bmp,123.06502346320826
Img000175.bmp,119.20151005754919
Img000176.bmp,131.71180660821565
Img000177.bmp,129.72663566130126
Img000178.bmp,116.66190466471906
Img000179.bmp,119.80818002123227
Img000180.bmp,76.15773105863909
Img000181.bmp,122.44182292011173
Img000182.bmp,58.18934610390462
Img000183.bmp,39.0
Img000184.bmp,121.03718436910205
Img000185.bmp,119.80818002123227
Img000186.bmp,122.44182292011173
Img000187.bmp,119.80818002123227
Img000188.bmp,127.66362050325849
Img000189.bmp,117.2006825918689
Img000190.bmp,124.32618388738553
Img000191.bmp,120.42009799032718
Img000192.bmp,62.297672508690084
Img000193.bmp,124.32618388738553
Img000194.bmp,31.622776601683793
Img000195.bmp,61.35144660071187
Img000196.bmp,127.66362050325849
Img000197.bmp,118.69709347747316
Img000198.bmp,121.03718436910205
Img000199.bmp,125.73384588089239
Img000200.bmp,127.66362050325849
Img000201.bmp,131.71180660821565
Img000202.bmp,124.32618388738553
Img000203.bmp,119.80818002123227
Img000204.bmp,119.80818002123227
Img000205.bmp,116.66190466471906
Img000206.bmp,117.80067911519016
Img000207.bmp,120.88010589009261
Img000208.bmp,116.66190466471906
Img000209.bmp,47.853944456021594
Img000210.bmp,124.32618388738553
Img000211.bmp,123.69316876852982
Img000212.bmp,124.32618388738553
Img000213.bmp,119.63277142990545
Img000214.bmp,131.71180660821565
Img000215.bmp,69.6419413859206
Img000216.bmp,116.66190466471906
Img000217.bmp,116.66190466471906
Img000218.bmp,124.32618388738553
Img000219.bmp,130.38404810405297
Img000220.bmp,47.853944456021594
Img000221.bmp,119.80818002123227
Img000222.bmp,76.15773105863909
Img000223.bmp,49.658836071740545
Img000224.bmp,127.66362050325849
Img000225.bmp,119.80818002123227
Img000226.bmp,116.66190466471906
Img000227.bmp,126.15070352558483
Img000228.bmp,116.01724009818541
Img000229.bmp,119.80818002123227
Img000230.bmp,124.32618388738553
Img000231.bmp,47.853944456021594
Img000232.bmp,127.40486646906389
Img000233.bmp,117.80067911519016
Img000234.bmp,124.32618388738553
Img000235.bmp,127.66362050325849
Img000236.bmp,124.32618388738553
Img000237.bmp,130.29965464267354
Img000238.bmp,43.382023926967726
Img000239.bmp,122.44182292011173
Img000240.bmp,76.15773105863909
Img000241.bmp,124.32618388738553
Img000242.bmp,118.69709347747316
Img000243.bmp,51.894122981316485
Img000244.bmp,130.29965464267354
Img000245.bmp,122.44182292011173
Img000246.bmp,117.2006825918689
Img000247.bmp,124.32618388738553
Img000248.bmp,49.658836071740545
Img000249.bmp,122.44182292011173
Img000250.bmp,127.66362050325849
Img000251.bmp,48.46648326421054
Img000252.bmp,122.44182292011173
Img000253.bmp,61.35144660071187
Img000254.bmp,40.718546143004666
Img000255.bmp,47.853944456021594
Img000256.bmp,122.44182292011173
Img000257.bmp,124.32618388738553
Img000258.bmp,122.44182292011173
Img000259.bmp,117.2006825918689
Img000260.bmp,119.80818002123227
Img000261.bmp,119.80818002123227
Img000262.bmp,122.44182292011173
Img000263.bmp,49.658836071740545
Img000264.bmp,127.01574705523721
Img000265.bmp,131.71180660821565
Img000266.bmp,119.80818002123227
Img000267.bmp,121.65936051122412
Img000268.bmp,47.853944456021594
Img000269.bmp,122.44182292011173
Img000270.bmp,127.66362050325849
Img000271.bmp,127.66362050325849
Img000272.bmp,124.32618388738553
Img000273.bmp,116.40017182117903
Img000274.bmp,119.80818002123227
Img000275.bmp,50.566787519082126
Img000276.bmp,116.66190466471906
Img000277.bmp,127.66362050325849
Img000278.bmp,120.88010589009261
Img000279.bmp,36.76955262170047
Img000280.bmp,126.15070352558483
Img000281.bmp,116.66190466471906
Img000282.bmp,124.19742348374221
Img000283.bmp,124.32618388738553
Img000284.bmp,47.853944456021594
Img000285.bmp,117.2006825918689
Img000286.bmp,116.01724009818541
Img000287.bmp,119.20151005754919
Img000288.bmp,50.99019513592785
Img000289.bmp,47.853944456021594
Img000290.bmp,119.80818002123227
Img000291.bmp,131.71180660821565
Img000292.bmp,127.66362050325849
Img000293.bmp,123.06502346320826
Img000294.bmp,116.66190466471906
Img000295.bmp,130.29965464267354
Img000296.bmp,124.32618388738553
Img000297.bmp,124.32618388738553
Img000298.bmp,122.44182292011173
Img000299.bmp,119.80818002123227
Img000300.bmp,70.00714249274856
Img000301.bmp,122.34786471369249
Img000302.bmp,124.32618388738553
Img000303.bmp,127.66362050325849
Img000304.bmp,119.80818002123227
Img000305.bmp,123.06502346320826
Img000306.bmp,47.853944456021594
Img000307.bmp,123.76186811776881
Img000308.bmp,117.2006825918689
Img000309.bmp,116.66190466471906
Img000310.bmp,50.99019513592785
Img000311.bmp,123.76186811776881
Img000312.bmp,124.48293055676348
Img000313.bmp,122.44182292011173
Img000314.bmp,124.48293055676348
Img000315.bmp,116.66190466471906
Img000316.bmp,124.48293055676348
Img000317.bmp,124.32618388738553
Img000318.bmp,76.15773105863909
Img000319.bmp,125.2078272313676
Img000320.bmp,125.2078272313676
Img000321.bmp,127.01574705523721
Img000322.bmp,125.99206324209474
Img000323.bmp,47.853944456021594
Img000324.bmp,122.44182292011173
Img000325.bmp,125.93649193144932
Img000326.bmp,116.01724009818541
Img000327.bmp,127.40486646906389
Img000328.bmp,125.93649193144932
Img000329.bmp,130.29965464267354
Img000330.bmp,122.44182292011173
Img000331.bmp,127.40486646906389
Img000332.bmp,128.14444974324874
Img000333.bmp,127.40486646906389
Img000334.bmp,120.88010589009261
Img000335.bmp,127.66362050325849
Img000336.bmp,130.23056476879765
Img000337.bmp,127.01574705523721
Img000338.bmp,128.14444974324874
Img000339.bmp,121.03718436910205
Img000340.bmp,129.634100452003
Img000341.bmp,130.29965464267354
Img000342.bmp,76.15773105863909
Img000343.bmp,128.22246293064254
Img000344.bmp,114.62111498323509
Img000345.bmp,123.06502346320826
Img000346.bmp,124.32618388738553
Img000347.bmp,117.2006825918689
Img000348.bmp,128.9728653632228
Img000349.bmp,130.38404810405297
Img000350.bmp,121.91800523302537
Img000351.bmp,129.72663566130126
Img000352.bmp,127.66362050325849
Img000353.bmp,124.19742348374221
Img000354.bmp,124.32618388738553
Img000355.bmp,131.24404748406687
Img000356.bmp,122.0245876862528
Img000357.bmp,120.88010589009261
Img000358.bmp,50.566787519082126
Img000359.bmp,119.20151005754919
Img000360.bmp,124.32618388738553
Img000361.bmp,132.7742444904131
Img000362.bmp,122.44182292011173
Img000363.bmp,132.7742444904131
Img000364.bmp,132.7742444904131
Img000365.bmp,133.5440002396214
Img000366.bmp,134.82581355215328
Img000367.bmp,133.5440002396214
Img000368.bmp,132.7742444904131
Img000369.bmp,132.90974381135493
Img000370.bmp,47.853944456021594
Img000371.bmp,116.66190466471906
Img000372.bmp,123.3288287465668
Img000373.bmp,133.5440002396214
Img000374.bmp,119.80818002123227
Img000375.bmp,134.46560898608982
Img000376.bmp,121.26417442921878
Img000377.bmp,134.46560898608982
Img000378.bmp,124.32618388738553
Img000379.bmp,134.46560898608982
Img000380.bmp,135.2479205015737
Img000381.bmp,120.88010589009261
Img000382.bmp,134.46560898608982
Img000383.bmp,135.2479205015737
Img000384.bmp,117.80067911519016
Img000385.bmp,136.82105101189657
Img000386.bmp,136.82105101189657
Img000387.bmp,43.382023926967726
Img000388.bmp,136.03308421115798
Img000389.bmp,124.32618388738553
Img000390.bmp,136.20939761998804
Img000391.bmp,124.19742348374221
Img000392.bmp,119.80818002123227
Img000393.bmp,127.66362050325849
Img000394.bmp,127.66362050325849
Img000395.bmp,77.47257579298626
Img000396.bmp,137.80058055030102
Img000397.bmp,138.00362314084367
Img000398.bmp,137.00364958642524
Img000399.bmp,120.42009799032718
Img000400.bmp,138.6001443000692
Img000401.bmp,122.44182292011173
Img000402.bmp,137.80058055030102
Img000403.bmp,138.6001443000692
Img000404.bmp,139.40229553346674
Img000405.bmp,139.40229553346674
Img000406.bmp,140.0
Img000407.bmp,139.61733416735902
Img000408.bmp,138.80922159568507
Img000409.bmp,140.42791745233566
Img000410.bmp,141.60508465447137
Img000411.bmp,139.61733416735902
Img000412.bmp,122.44182292011173
Img000413.bmp,141.24092891226678
Img000414.bmp,141.24092891226678
Img000415.bmp,141.24092891226678
Img000416.bmp,140.42791745233566
Img000417.bmp,127.66362050325849
Img000418.bmp,130.29965464267354
Img000419.bmp,140.6627171641441
Img000420.bmp,140.6627171641441
Img000421.bmp,114.62111498323509
Img000422.bmp,141.4814475470194
Img000423.bmp,142.30249470757707
Img000424.bmp,142.0563268566381
Img000425.bmp,142.63590010933433
Img000426.bmp,141.4814475470194
Img000427.bmp,122.44182292011173
Img000428.bmp,142.30249470757707
Img000429.bmp,142.30249470757707
Img000430.bmp,142.56226709757388
Img000431.bmp,143.39107364128355
Img000432.bmp,142.56226709757388
Img000433.bmp,127.66362050325849
Img000434.bmp,47.853944456021594
Img000435.bmp,143.39107364128355
Img000436.bmp,143.39107364128355
Img000437.bmp,144.22205101855957
Img000438.bmp,119.63277142990545
Img000439.bmp,144.22205101855957
Img000440.bmp,144.22205101855957
Img000441.bmp,143.6697602141801
Img000442.bmp,143.96180048887967
Img000443.bmp,144.5060552364502
Img000444.bmp,144.5060552364502
Img000445.bmp,144.5060552364502
Img000446.bmp,145.34441853748632
Img000447.bmp,146.44111444536333
Img000448.bmp,145.34441853748632
Img000449.bmp,145.34441853748632
Img000450.bmp,147.27525250360293
Img000451.bmp,49.658836071740545
Img000452.bmp,146.18481453283715
Img000453.bmp,127.01574705523721
Img000454.bmp,147.56693396557372
Img000455.bmp,145.64683312726027
Img000456.bmp,146.4923206178399
Img000457.bmp,147.33974345029924
Img000458.bmp,147.33974345029924
Img000459.bmp,147.33974345029924
Img000460.bmp,147.33974345029924
Img000461.bmp,147.6651617681029
Img000462.bmp,148.18906842274163
Img000463.bmp,147.6651617681029
Img000464.bmp,117.29023829799307
Img000465.bmp,124.32618388738553
Img000466.bmp,148.51935900750448
Img000467.bmp,148.51935900750448
Img000468.bmp,148.51935900750448
Img000469.bmp,149.37536610833797
Img000470.bmp,149.7230777134908
Img000471.bmp,148.86235252742716
Img000472.bmp,148.86235252742716
Img000473.bmp,149.89329538041386
Img000474.bmp,149.7230777134908
Img000475.bmp,150.08331019803634
Img000476.bmp,150.08331019803634
Img000477.bmp,150.08331019803634
Img000478.bmp,150.08331019803634
Img000479.bmp,150.08331019803634
Img000480.bmp,117.29023829799307
Img000481.bmp,151.81897114655993
Img000482.bmp,152.31546211727817
Img000483.bmp,150.95032295427526
Img000484.bmp,150.45597362683876
Img000485.bmp,152.2005256232711
Img000486.bmp,151.32745950421557
Img000487.bmp,151.32745950421557
Img000488.bmp,152.6892268629323
Img000489.bmp,152.6892268629323
Img000490.bmp,152.59423318068085
Img000491.bmp,151.71684151734772
Img000492.bmp,151.71684151734772
Img000493.bmp,151.71684151734772
Img000494.bmp,151.71684151734772
Img000495.bmp,151.71684151734772
Img000496.bmp,152.11837495845134
Img000497.bmp,152.59423318068085
Img000498.bmp,152.11837495845134
Img000499.bmp,153.4177303964571
Img000500.bmp,153.0
Img000501.bmp,153.4177303964571
Img000502.bmp,153.0
Img000503.bmp,153.4177303964571
Img000504.bmp,117.80067911519016
Img000505.bmp,154.35349040433132
Img000506.bmp,154.30489298787643
Img000507.bmp,154.30489298787643
Img000508.bmp,124.32618388738553
Img000509.bmp,157.00318468107582
Img000510.bmp,154.7384890710776
Img000511.bmp,154.7384890710776
Img000512.bmp,155.63097378092831
Img000513.bmp,155.63097378092831
Img000514.bmp,156.0833110873805
Img000515.bmp,155.18376203714098
Img000516.bmp,156.97452022541748
Img000517.bmp,155.18376203714098
Img000518.bmp,155.64061166674975
Img000519.bmp,155.18376203714098
Img000520.bmp,155.64061166674975
Img000521.bmp,155.2063143045411
Img000522.bmp,155.2063143045411
Img000523.bmp,155.2063143045411
Img000524.bmp,156.54072952429985
Img000525.bmp,157.01273833673497
Img000526.bmp,155.68236894394946
Img000527.bmp,156.58863304850706
Img000528.bmp,158.40454538932903
Img000529.bmp,156.58863304850706
Img000530.bmp,157.91770008456936
Img000531.bmp,158.8238017426859
Img000532.bmp,157.99050604387594
Img000533.bmp,157.99050604387594
Img000534.bmp,159.7310239120754
Img000535.bmp,158.8238017426859
Img000536.bmp,159.7310239120754
Img000537.bmp,157.58172482873766
Img000538.bmp,159.31415505221122
Img000539.bmp,158.4960567332828
Img000540.bmp,160.22484201895784
Img000541.bmp,161.54875425084526
Img000542.bmp,159.8155186457185
Img000543.bmp,159.0125781188394
Img000544.bmp,160.72958657322553
Img000545.bmp,159.0125781188394
Img000546.bmp,159.93123522314207
Img000547.bmp,161.64467204334326
Img000548.bmp,160.46183346827368
Img000549.bmp,160.46183346827368
Img000550.bmp,161.38463371709216
Img000551.bmp,124.32618388738553
Img000552.bmp,160.85086260259843
Img000553.bmp,162.69296235547498
Img000554.bmp,161.00310556011024
Img000555.bmp,162.69296235547498
Img000556.bmp,162.48384535085327
Img000557.bmp,161.55494421403512
Img000558.bmp,162.48384535085327
Img000559.bmp,161.55494421403512
Img000560.bmp,161.1862276995153
Img000561.bmp,162.1172415260018
Img000562.bmp,161.75598906995685
Img000563.bmp,162.48384535085327
Img000564.bmp,161.75598906995685
Img000565.bmp,162.68988905276197
Img000566.bmp,162.3360711610331
Img000567.bmp,163.98170629676957
Img000568.bmp,162.3360711610331
Img000569.bmp,165.27552752903256
Img000570.bmp,161.9876538505327
Img000571.bmp,164.5600194457937
Img000572.bmp,163.52675622050356
Img000573.bmp,116.66190466471906
Img000574.bmp,165.8493292117879
Img000575.bmp,162.92636373527768
Img000576.bmp,164.21023110634732
Img000577.bmp,165.41160781517118
Img000578.bmp,164.13713778423212
Img000579.bmp,165.41160781517118
Img000580.bmp,165.74679484080528
Img000581.bmp,168.65645555388622
Img000582.bmp,167.96725871431016
Img000583.bmp,167.6305461424021
Img000584.bmp,165.7045563646335
Img000585.bmp,165.41160781517118
Img000586.bmp,167.29913329123974
Img000587.bmp,119.80818002123227
Img000588.bmp,167.28717822953436
Img000589.bmp,166.97305171793442
Img000590.bmp,166.97904060090895
Img000591.bmp,166.652332716947
Img000592.bmp,165.72265988693277
Img000593.bmp,167.28717822953436
Img000594.bmp,166.67633305301626
Img000595.bmp,167.93153366774212
Img000596.bmp,167.93153366774212
Img000597.bmp,168.96153408394468
Img000598.bmp,168.00297616411441
Img000599.bmp,168.00297616411441
Img000600.bmp,167.17057157286985
Img000601.bmp,167.72000476985446
Img000602.bmp,169.24833824885843
Img000603.bmp,168.96153408394468
Img000604.bmp,168.96153408394468
Img000605.bmp,168.40427548016706
Img000606.bmp,168.6801707374047
Img000607.bmp,170.32909322837364
Img000608.bmp,170.32909322837364
Img000609.bmp,168.32409215557945
Img000610.bmp,168.32409215557945
Img000611.bmp,170.06175348972502
Img000612.bmp,170.26156348395253
Img000613.bmp,168.80758276807353
Img000614.bmp,169.04733065032408
Img000615.bmp,169.04733065032408
Img000616.bmp,171.73234989366446
Img000617.bmp,169.77926846349644
Img000618.bmp,169.77926846349644
Img000619.bmp,170.98830369355676
Img000620.bmp,169.5464538113375
Img000621.bmp,172.2440129583609
Img000622.bmp,172.46738822165773
Img000623.bmp,172.46738822165773
Img000624.bmp,170.42593699317015
Img000625.bmp,172.2440129583609
Img000626.bmp,173.21951391226105
Img000627.bmp,171.04970037974343
Img000628.bmp,171.81385275931623
Img000629.bmp,173.9798838946618
Img000630.bmp,171.40595088852663
Img000631.bmp,173.1733235807409
Img000632.bmp,173.1733235807409
Img000633.bmp,172.00290695217916
Img000634.bmp,173.78722622793657
Img000635.bmp,173.1733235807409
Img000636.bmp,173.1733235807409
Img000637.bmp,172.6267650163207
Img000638.bmp,173.78722622793657
Img000639.bmp,174.77127910500627
Img000640.bmp,174.26416728633572
Img000641.bmp,173.27723451163456
Img000642.bmp,175.58188972670274
Img000643.bmp,173.27723451163456
Img000644.bmp,175.93180496999398
Img000645.bmp,173.4877517290486
Img000646.bmp,175.09426032854418
Img000647.bmp,121.03718436910205
Img000648.bmp,176.7766952966369
Img000649.bmp,176.3774361986249
Img000650.bmp,175.1456536714514
Img000651.bmp,175.9232787325202
Img000652.bmp,175.82377541163197
Img000653.bmp,172.74258305351347
Img000654.bmp,176.47946056127893
Img000655.bmp,176.47946056127893
Img000656.bmp,176.40861656959956
Img000657.bmp,177.22866585290316
Img000658.bmp,177.22866585290316
Img000659.bmp,177.0706073858674
Img000660.bmp,178.10109488714548
Img000661.bmp,177.00282483621552
Img000662.bmp,176.22996340009834
Img000663.bmp,38.27531841800928
Img000664.bmp,176.0
Img000665.bmp,175.28548142958104
Img000666.bmp,175.10282693320517
Img000667.bmp,175.07141400011596
Img000668.bmp,179.06981878585793
Img000669.bmp,177.18069872308325
Img000670.bmp,176.0
Img000671.bmp,176.0
Img000672.bmp,178.0
Img000673.bmp,177.1383639983163
Img000674.bmp,176.0
Img000675.bmp,176.0
Img000676.bmp,178.0
Img000677.bmp,176.10224302944013
Img000678.bmp,176.13914953808538
Img000679.bmp,177.04519197086375
Img000680.bmp,175.18276170902203
Img000681.bmp,177.18069872308325
Img000682.bmp,177.02542190318317
Img000683.bmp,178.0
Img000684.bmp,175.13994404475525
Img000685.bmp,175.13994404475525
Img000686.bmp,176.02556632489498
Img000687.bmp,180.0999722376436
Img000688.bmp,175.18276170902203
Img000689.bmp,175.04570831642803
Img000690.bmp,178.0
Img000691.bmp,175.28548142958104
Img000692.bmp,177.1016657177453
Img000693.bmp,176.0
Img000694.bmp,177.00282483621552
Img000695.bmp,177.28226081590904
Img000696.bmp,176.07100840286
Img000697.bmp,176.0
Img000698.bmp,178.01123560045303
Img000699.bmp,176.22996340009834
Img000700.bmp,177.1383639983163
Img000701.bmp,178.04493814764857
Img000702.bmp,176.28386199536246
Img000703.bmp,177.22866585290316
Img000704.bmp,177.04519197086375
Img000705.bmp,177.0
Img000706.bmp,176.28386199536246
Img000707.bmp,173.1415605797753
Img000708.bmp,176.0454486773231
Img000709.bmp,177.01129907438113
Img000710.bmp,175.231275747225
Img000711.bmp,176.07100840286
Img000712.bmp,173.02600960549256
Img000713.bmp,177.28226081590904
Img000714.bmp,177.1383639983163
Img000715.bmp,176.0
Img000716.bmp,177.0
Img000717.bmp,177.28226081590904
Img000718.bmp,178.1796845883391
Img000719.bmp,176.0
Img000720.bmp,177.1383639983163
Img000721.bmp,176.1817243643619
Img000722.bmp,177.1016657177453
Img000723.bmp,178.02527910383964
Img000724.bmp,177.1383639983163
Img000725.bmp,175.10282693320517
Img000726.bmp,175.025712396779
Img000727.bmp,176.0
Img000728.bmp,177.28226081590904
Img000729.bmp,176.07100840286
Img000730.bmp,176.0113632695344
Img000731.bmp,176.1817243643619
Img000732.bmp,176.22996340009834
Img000733.bmp,176.00284088616297
Img000734.bmp,176.00284088616297
Img000735.bmp,178.33956375409244
Img000736.bmp,177.18069872308325
Img000737.bmp,177.02542190318317
Img000738.bmp,177.00282483621552
Img000739.bmp,177.1383639983163
Img000740.bmp,177.0706073858674
Img000741.bmp,176.0
Img000742.bmp,177.28226081590904
Img000743.bmp,176.13914953808538
Img000744.bmp,177.02542190318317
Img000745.bmp,176.0
Img000746.bmp,177.1016657177453
Img000747.bmp,176.10224302944013
Img000748.bmp,173.02600960549256
Img000749.bmp,175.28548142958104
Img000750.bmp,175.13994404475525
Img000751.bmp,176.0454486773231
Img000752.bmp,176.02556632489498
Img000753.bmp,177.1383639983163
Img000754.bmp,176.07100840286
Img000755.bmp,175.04570831642803
Img000756.bmp,176.0
Img000757.bmp,174.23260314877925
Img000758.bmp,175.10282693320517
Img000759.bmp,178.04493814764857
Img000760.bmp,177.341478509682
Img000761.bmp,176.1817243643619
Img000762.bmp,176.07100840286
Img000763.bmp,175.34537347760278
Img000764.bmp,177.341478509682
Img000765.bmp,175.13994404475525
Img000766.bmp,177.02542190318317
Img000767.bmp,176.22996340009834
Img000768.bmp,175.231275747225
Img000769.bmp,177.04519197086375
Img000770.bmp,178.02527910383964
Img000771.bmp,176.28386199536246
Img000772.bmp,176.13914953808538
Img000773.bmp,177.04519197086375
Img000774.bmp,176.22996340009834
Img000775.bmp,175.231275747225
Img000776.bmp,175.07141400011596
Img000777.bmp,177.341478509682
Img000778.bmp,175.28548142958104
Img000779.bmp,177.22866585290316
Img000780.bmp,175.4821928287882
Img000781.bmp,175.231275747225
Img000782.bmp,177.18069872308325
Img000783.bmp,176.0113632695344
Img000784.bmp,175.28548142958104
Img000785.bmp,175.28548142958104
Img000786.bmp,176.10224302944013
Img000787.bmp,177.02542190318317
Img000788.bmp,176.22996340009834
Img000789.bmp,176.13914953808538
Img000790.bmp,175.13994404475525
Img000791.bmp,174.41330224498358
Img000792.bmp,176.1817243643619
Img000793.bmp,175.18276170902203
Img000794.bmp,174.34735443934903
Img000795.bmp,175.410946066658
Img000796.bmp,175.13994404475525
Img000797.bmp,176.0454486773231
Img000798.bmp,174.4849563716024
Img000799.bmp,175.18276170902203
Img000800.bmp,175.025712396779
Img000801.bmp,175.0028571195339
Img000802.bmp,177.40631330367023
Img000803.bmp,175.13994404475525
Img000804.bmp,176.00284088616297
Img000805.bmp,176.28386199536246
Img000806.bmp,176.1817243643619
Img000807.bmp,176.07100840286
Img000808.bmp,175.025712396779
Img000809.bmp,176.34341496069538
Img000810.bmp,177.1016657177453
Img000811.bmp,175.55910685578235
Img000812.bmp,175.4821928287882
Img000813.bmp,176.22996340009834
Img000814.bmp,176.02556632489498
Img000815.bmp,176.555940143627
Img000816.bmp,174.41330224498358
Img000817.bmp,176.13914953808538
Img000818.bmp,175.55910685578235
Img000819.bmp,174.41330224498358
Img000820.bmp,175.34537347760278
Img000821.bmp,177.00282483621552
Img000822.bmp,173.5655495770978
Img000823.bmp,174.41330224498358
Img000824.bmp,176.0113632695344
Img000825.bmp,175.55910685578235
Img000826.bmp,174.4849563716024
Img000827.bmp,176.28386199536246
Img000828.bmp,175.0028571195339
